LOCALITY,TS_ID,POINT_ID,ZONE,ANALYSE_ID,*FeO_pct,Cr2O3_pct,CaO_pct,Na2O_pct,MgO_pct,SiO2_pct,Al2O3_pct, Mn _ ppm , Ti _ ppm , Zn _ ppm , Cu _ ppm , Ni _ ppm , Co _ ppm , V _ ppm , Sc _ ppm , K _ ppm , Cl _ ppm , Sr _ ppm , F _ ppm 
Hollinger,HOLL-01B,HOLL-01B  2 ,undefined,HOLL1B 2 ,7.013,0.009,0.09,2.038,5.841,36.798,34.21,<DL,1307,240,22,129,<DL,768,47,52,<DL,<DL,<DL
Hollinger,HOLL-01B,HOLL-01B  3 ,undefined,HOLL1B 3 ,6.2,0,0.083,2.122,5.725,36.58,33.896,<DL,1173,172,<DL,101,<DL,724,44,51,355,<DL,245
Hollinger,HOLL-01B,HOLL-01B  4 ,undefined,HOLL1B 4 ,7.064,0.034,0.125,1.942,5.833,36.898,33.877,56,920,200,<DL,91,31,657,59,31,242,<DL,<DL
Dome,DOME-03B,DOME-03B  1 ,undefined,DOME3B 1 ,4.625,0.197,0.027,2.767,7.717,36.738,32.974,<DL,2054,154,34,107,<DL,652,54,69,45,<DL,250
Dome,DOME-03B,DOME-03B  2 ,undefined,DOME3B 2 ,4.518,0.659,0.092,2.352,8.3,36.274,31.674,<DL,1965,161,<DL,101,15,575,38,54,14,<DL,424
Dome,DOME-03B,DOME-03B  3 ,undefined,DOME3B 3 ,4.191,1.136,0.095,2.813,7.814,36.665,32.421,<DL,3382,159,<DL,191,38,443,36,71,32,163,505
Dome,DOME-03B,DOME-03B  4 ,undefined,DOME3B 4 ,3.937,0.728,0.056,2.631,7.955,36.464,32.664,<DL,2401,146,<DL,116,<DL,597,51,60,<DL,56,462
Dome,DOME-03B,DOME-03B  1 ,undefined,DOME4B 1 ,7.208,0.05,0.148,2.356,6.641,36.355,31.691,<DL,3206,148,<DL,77,<DL,581,24,16,12,<DL,727
Dome,DOME-03B,DOME-03B  2 ,undefined,DOME4B 2 ,6.847,0.075,0.02,1.646,6.937,35.923,31.555,<DL,817,145,<DL,57,<DL,682,55,47,<DL,<DL,<DL
Dome,DOME-03B,DOME-03B  3 ,undefined,DOME4B 3 ,5.908,0.077,0.129,2.349,7.005,36.916,32.553,<DL,2564,199,23,34,19,652,75,2137,40,<DL,199
Dome,DOME-03B,DOME-03B  1 ,undefined,DOME4A 1 ,5.609,0.015,0.048,2.669,7.087,36.319,33.01,<DL,871,117,<DL,61,<DL,585,23,141,<DL,<DL,<DL
Dome,DOME-03B,DOME-03B  2 ,undefined,DOME4A 2 ,6.683,0.146,0.183,2.022,6.168,35.521,31.552,<DL,2476,134,<DL,76,31,531,53,57,53,<DL,222
Dome,DOME-03B,DOME-03B  3 ,undefined,DOME4A 3 ,5.835,0.034,0.113,2.049,6.304,37.897,32.753,<DL,2712,165,<DL,74,<DL,681,79,2675,132,<DL,140
Hoyle Pond,POND-05D,POND-05D  1 ,undefined,POND05D 1 ,4.369,0.026,0.041,1.713,7.892,37.159,33.722,<DL,659,209,<DL,28,20,258,55,27,<DL,<DL,<DL
Hoyle Pond,POND-05D,POND-05D  2 ,undefined,POND05D 2 ,5.408,0,0.243,2.108,7.057,36.496,33.526,<DL,3233,244,<DL,87,<DL,471,53,35,273,<DL,<DL
Hoyle Pond,POND-05D,POND-05D  3 ,undefined,POND05D 3 ,5.253,0,0.109,1.901,7.355,36.682,33.473,<DL,968,204,<DL,66,19,365,71,34,<DL,<DL,195
Hoyle Pond,POND-05D,POND-05D 4c ,core,POND05D 4c ,6.646,0,0.385,2.003,6.714,35.726,31.196,<DL,7895,262,<DL,88,<DL,513,90,52,19,<DL,294
Hoyle Pond,POND-05D,POND-05D 4r ,rim,POND05D 4r ,6.391,0,0.34,1.89,6.43,35.801,32.152,<DL,4056,298,<DL,67,<DL,447,30,24,<DL,<DL,<DL
Hoyle Pond,POND-07A,POND-07A  1 ,undefined,POND07A 1 ,6.427,0.061,0.088,2.292,6.498,38.216,30.573,<DL,4784,191,<DL,78,21,318,29,120,<DL,298,304
Hoyle Pond,POND-07A,POND-07A  2 ,undefined,POND07A 2 ,4.51,0.066,0.006,2.914,7.14,36.725,34.076,<DL,1297,121,<DL,32,19,319,84,219,<DL,104,<DL
Hoyle Pond,POND-07A,POND-07A  3 ,undefined,POND07A 3 ,6.475,0.095,0.087,2.343,6.922,36.327,32.366,65,4578,193,<DL,47,<DL,358,41,280,13,314,425
Hoyle Pond,POND-09B,POND-09B  1 ,undefined,POND9B 1 ,6.506,0,0.017,2.22,7.468,36.207,31.37,<DL,557,186,<DL,102,20,277,36,112,218,<DL,<DL
Hoyle Pond,POND-09B,POND-09B 2c ,core,POND9B 2c ,6.542,0.047,0.029,2.143,7.579,36.355,31.374,<DL,439,127,<DL,108,<DL,237,48,105,11,<DL,178
Hoyle Pond,POND-09B,POND-09B 2r ,rim,POND9B 2r ,7.221,0,0.113,2.465,6.912,36.056,31.225,62,4373,148,<DL,101,<DL,427,67,118,<DL,<DL,<DL
Hoyle Pond,POND-09B,POND-09B 3c ,core,POND9B 3c ,5.459,0.329,0.011,1.502,7.723,36.505,31.825,<DL,257,208,<DL,83,26,228,41,50,24,<DL,<DL
Hoyle Pond,POND-09B,POND-09B r1 ,rim,POND9B 3r1 ,6.902,0,0.024,2.406,7.178,35.887,30.609,<DL,2606,212,<DL,79,17,404,58,111,34,<DL,<DL
Hoyle Pond,POND-09B,POND-09B r2 ,rim,POND9B 3r2 ,5.691,0.023,0.057,2.847,7.541,35.981,31.478,<DL,354,84,<DL,34,32,202,34,95,230,<DL,<DL
Hoyle Pond,POND-09B,POND-09B 4c ,core,POND9B 4c ,6.48,0.006,0.006,2.174,7.766,36.126,31.1,<DL,519,211,<DL,132,<DL,230,47,117,280,<DL,99
Hoyle Pond,POND-09B,POND-09B 4r ,rim,POND9B 4r ,4.931,0,0.14,2.821,7.281,36.505,33.277,<DL,332,106,30,90,15,216,34,172,<DL,<DL,<DL
Hoyle Pond,POND-09B,POND-09B 5c ,core,POND9B 5c ,6.139,0.004,0.004,1.835,7.71,36.135,31.198,<DL,299,202,<DL,94,26,273,31,48,<DL,<DL,<DL
Hoyle Pond,POND-09B,POND-09B 5r ,rim,POND9B 5r ,5.442,0,0.031,2.846,7.576,36.075,32.03,<DL,216,140,<DL,90,<DL,225,42,80,9,<DL,<DL
Young Davidson,YOUN-15A,YOUN-15A 1c ,core,YOUN15A 1c ,11.014,0.159,0.125,2.758,6.563,34.798,26.694,<DL,4699,521,<DL,2034,255,1685,118,301,85,620,1404
Young Davidson,YOUN-15A,YOUN-15A 1r ,rim,YOUN15A 1r ,13.081,0.43,0.134,2.728,5.739,35.037,25.454,<DL,4084,462,<DL,1212,243,3028,204,639,<DL,266,598
Young Davidson,YOUN-15A,YOUN-15A 2c ,core,YOUN15A 2c ,11.815,0.099,0.088,2.855,6.551,34.905,26.456,<DL,4045,487,<DL,2682,252,1871,52,338,66,376,489
Young Davidson,YOUN-15A,YOUN-15A 2r ,rim,YOUN15A 2r ,11.731,0.146,0.087,2.728,6.443,35.014,26.786,<DL,4058,451,<DL,2371,231,1921,88,353,71,455,443
Young Davidson,YOUN-15A,YOUN-15A 3c ,core,YOUN15A 3c ,13.024,0.691,0.087,2.722,5.986,34.549,24.515,<DL,7521,567,<DL,1476,198,2902,139,410,<DL,312,786
Young Davidson,YOUN-15A,YOUN-15A 3r ,rim,YOUN15A 3r ,11.803,0.174,0.186,2.738,6.737,35.05,25.827,<DL,4577,485,<DL,2402,201,1940,108,444,12,874,1005
Young Davidson,YOUN-15A,YOUN-15A 4c ,core,YOUN15A 4c ,9.463,0.117,0.101,2.785,7.196,35.467,27.119,<DL,3911,539,<DL,3063,230,1786,57,316,625,244,973
Young Davidson,YOUN-15A,YOUN-15A 4r ,rim,YOUN15A 4r ,13.412,0.424,0.059,2.82,5.778,34.868,24.854,<DL,4792,439,<DL,1243,209,2930,202,514,285,384,498
Canadian Malartic,MALA-07,MALA-07 1c ,core,MALA07 1c ,5.329,0,0.427,2.328,8.501,36.197,31.701,90,1552,735,<DL,48,<DL,588,67,155,<DL,601,<DL
Canadian Malartic,MALA-07,MALA-07 1r ,rim,MALA07 1r ,6.871,0.003,1.035,2.088,8.665,35.944,29.33,149,3922,660,<DL,<DL,<DL,766,48,255,<DL,1972,198
Canadian Malartic,MALA-07,MALA-07 2c ,core,MALA07 2c ,5.336,0,0.41,2.201,8.567,36.199,31.06,143,1519,714,<DL,<DL,<DL,629,55,159,<DL,703,169
Canadian Malartic,MALA-07,MALA-07 2r ,rim,MALA07 2r ,6.88,0,0.972,2.196,8.942,35.561,28.653,129,5305,638,<DL,19,<DL,823,25,232,110,1805,<DL
Canadian Malartic,MALA-07,MALA-07 3c ,core,MALA07 3c ,5.173,0.009,0.346,2.246,8.571,36.483,31.395,136,809,695,<DL,<DL,<DL,537,43,134,<DL,483,120
Canadian Malartic,MALA-07,MALA-07 3r ,rim,MALA07 3r ,6.245,0,0.932,2.234,8.501,35.972,29.311,184,4920,711,<DL,20,<DL,742,30,205,<DL,1320,193
Canadian Malartic,MALA-11,MALA-11 1c ,core,MALA11 1c ,9.692,0.001,0.585,2.227,7.029,35.486,29.424,56,2818,405,<DL,23,<DL,448,58,318,<DL,1499,115
Canadian Malartic,MALA-11,MALA-11 1r ,rim,MALA11 1r ,9.582,0,0.721,2.131,6.893,35.367,29.175,167,4010,355,<DL,31,<DL,496,32,330,<DL,1848,275
Canadian Malartic,MALA-11,MALA-11 2c ,core,MALA11 2c ,10.976,0,0.821,2.115,6.927,34.939,26.817,271,11047,392,<DL,32,<DL,648,67,430,13,2367,336
Canadian Malartic,MALA-11,MALA-11 2r ,rim,MALA11 2r ,9.93,0.015,0.705,2.217,7.183,35.204,28.878,147,3379,384,22,54,<DL,491,36,309,<DL,1563,133
Canadian Malartic,MALA-12,MALA-12 1c ,core,MALA12 1c ,7.622,0.45,0.824,2.132,7.844,34.922,28.12,117,5862,186,<DL,108,18,610,108,413,285,2311,326
Canadian Malartic,MALA-12,MALA-12 1r ,rim,MALA12 1r ,6.533,0.484,0.522,2.275,8.015,35.936,30.331,<DL,1816,169,<DL,93,21,374,44,480,223,2141,<DL
Canadian Malartic,MALA-12,MALA-12 2c ,core,MALA12 2c ,8.971,1.872,0.376,2.434,7.102,35.095,27.04,<DL,4896,715,<DL,697,<DL,499,37,267,264,1770,458
Canadian Malartic,MALA-12,MALA-12 2r ,rim,MALA12 2r ,7.042,0.079,0.625,2.224,8.035,35.773,29.876,<DL,2824,279,<DL,137,<DL,414,34,261,465,2050,<DL
Roberto,ROBE-01A,ROBE-01A 1c ,core,01A 1c ,2.968,0,1.694,1.76,9.02,34.751,33.182,359,5086,306,42,<DL,<DL,441,255,340,<DL,<DL,593
Roberto,ROBE-01A,ROBE-01A 1r ,rim,01A 1r ,1.719,0.554,1.91,1.495,10.131,36.156,32.213,313,5606,196,<DL,<DL,16,1143,85,489,9,<DL,368
Roberto,ROBE-01A,ROBE-01A 2c ,core,01A 2c ,2.711,0.07,1.596,1.659,9.444,35.946,32.477,293,5621,280,37,25,<DL,571,42,336,<DL,<DL,366
Roberto,ROBE-01A,ROBE-01A 2r ,rim,01A 2r ,2.265,0.101,1.797,1.545,9.617,35.754,32.568,443,5717,256,33,<DL,<DL,1007,64,424,<DL,<DL,506
Roberto,ROBE-01A,ROBE-01A 3c ,core,01A 3c ,2.771,0.045,1.603,1.593,9.514,35.874,32.207,136,3346,225,<DL,21,<DL,254,9,161,<DL,842,214
Roberto,ROBE-01A,ROBE-01A 3r ,rim,01A 3r ,2.986,0.073,1.658,1.593,9.103,35.959,32.902,444,6036,259,<DL,<DL,24,654,100,454,21,<DL,548
Roberto,ROBE-02A,ROBE-02A 1c ,core,02A 1c ,6.426,0.284,3.171,1.096,9.345,35.32,28.113,221,10103,128,24,54,<DL,272,<DL,387,<DL,1434,396
Roberto,ROBE-02A,ROBE-02A 1r ,rim,02A 1r ,6.1,0.009,2.458,1.306,9.275,35.583,28.647,206,10425,194,<DL,57,30,228,<DL,494,<DL,1213,255
Roberto,ROBE-02A,ROBE-02A 2c ,core,02A 2c ,6.288,0.082,2.786,1.244,8.964,35.439,28.462,170,10053,152,<DL,93,<DL,295,<DL,404,<DL,998,354
Roberto,ROBE-02A,ROBE-02A 2r ,rim,02A 2r ,5.659,0.11,2.853,1.299,9.423,35.478,28.479,98,6627,98,22,74,<DL,238,<DL,409,<DL,1160,379
Roberto,ROBE-04A,ROBE-04A 1c ,core,04A 1c ,3.848,0.374,1.715,1.77,9.431,35.803,30.913,574,6715,164,<DL,<DL,24,677,69,367,289,63,544
Roberto,ROBE-04A,ROBE-04A 1r ,rim,04A 1r ,4.281,0.159,2.261,1.386,8.95,35.279,30,634,9475,162,<DL,<DL,19,678,73,521,<DL,98,339
Roberto,ROBE-04A,ROBE-04A 2c ,core,04A 2c ,3.341,0.398,2.117,1.407,9.564,35.771,31.211,448,6318,175,40,<DL,24,1127,62,397,<DL,82,337
Roberto,ROBE-04A,ROBE-04A 2r ,rim,04A 2r ,3.575,0.216,2.188,1.426,9.478,35.863,31.236,591,6268,183,<DL,23,<DL,829,52,495,<DL,<DL,305
Roberto,ROBE-04A,ROBE-04A 3c ,core,04A 3c ,3.633,0.146,2.359,1.421,9.766,35.929,30.49,609,5881,187,<DL,<DL,<DL,809,46,402,20,50,319
Roberto,ROBE-04A,ROBE-04A 3r ,rim,04A 3r ,3.636,0.225,2.401,1.391,9.809,35.581,30.548,578,6301,201,23,<DL,<DL,872,59,468,<DL,79,300
Roberto,ROBE-04A,ROBE-04A 4c ,core,04A 4c ,3.371,0.095,1.54,1.762,9.375,35.951,31.667,591,4336,206,<DL,<DL,16,637,63,359,11,61,460
Roberto,ROBE-04A,ROBE-04A 4i ,intermediate,04A 4i ,3.957,0.098,2.282,1.422,9.864,35.919,30.042,685,8865,185,23,16,<DL,689,57,380,<DL,192,417
Roberto,ROBE-04A,ROBE-04A 4r ,rim,04A 4r ,3.558,0.235,2.265,1.465,9.557,35.784,31.019,546,5709,175,<DL,<DL,22,801,59,532,22,<DL,486
Roberto,ROBE-05 ,ROBE-05 1c ,core,05 1c ,10.243,0.035,2.784,1.359,7.156,34.573,27.351,918,9161,256,<DL,24,<DL,454,10,429,13,128,548
Roberto,ROBE-05 ,ROBE-05 1r ,rim,05 1r ,10.033,0.102,2.849,1.31,7.357,34.817,27.629,945,9480,299,<DL,46,<DL,440,21,437,<DL,216,580
Roberto,ROBE-05 ,ROBE-05 2c ,core,05 2c ,9.634,0.282,2.919,1.294,7.863,34.924,26.943,532,10114,214,21,<DL,<DL,1136,<DL,463,<DL,131,671
Roberto,ROBE-05 ,ROBE-05 2r ,rim,05 2r ,10.768,0,2.826,1.285,6.714,34.605,27.467,988,8853,244,<DL,<DL,<DL,241,18,431,<DL,211,585
Roberto,ROBE-06 ,ROBE-06 1c ,core,ROBE06 1c ,11.733,0.007,2.128,1.707,6.349,34.992,27.727,2164,4151,390,<DL,<DL,<DL,28,176,394,<DL,<DL,450
Roberto,ROBE-06 ,ROBE-06 1i ,intermediate,ROBE06 1i ,10.559,0,1.869,1.744,6.529,34.958,28.084,1636,6489,339,<DL,<DL,<DL,68,170,444,<DL,<DL,409
Roberto,ROBE-06 ,ROBE-06 1r ,rim,ROBE06 1r ,12.667,0,1.717,1.871,5.117,34.665,28.23,1951,5493,497,<DL,44,<DL,47,138,505,24,<DL,403
Roberto,ROBE-06 ,ROBE-06 2c ,core,ROBE06 2c ,11.524,0.006,1.613,1.855,5.916,34.558,28.118,1487,9453,447,<DL,<DL,17,128,146,455,<DL,<DL,339
Roberto,ROBE-06 ,ROBE-06 2r ,rim,ROBE06 2r ,12.255,0,1.692,1.852,5.211,34.528,28.268,1914,7867,488,<DL,<DL,<DL,86,129,467,<DL,<DL,367
Roberto,ROBE-06 ,ROBE-06 3c ,core,ROBE06 3c ,10.718,0.01,1.999,1.735,6.493,34.87,27.639,1667,7566,362,<DL,27,18,251,210,426,15,<DL,454
Roberto,ROBE-06 ,ROBE-06 3r ,rim,ROBE06 3r ,11.457,0.02,1.644,1.821,5.8,34.793,28.066,1416,9073,479,<DL,<DL,<DL,78,144,507,<DL,<DL,306
Roberto,ROBE-06 ,ROBE-06 4c ,core,ROBE06 4c ,11.523,0,2.004,1.742,6.18,34.665,27.363,1930,7490,433,<DL,<DL,<DL,149,241,440,<DL,<DL,405
Roberto,ROBE-06 ,ROBE-06 4r ,rim,ROBE06 4r ,12.923,0,1.703,1.843,5.165,34.522,28.332,2016,5712,472,20,17,<DL,48,135,460,<DL,<DL,207
James Bay - Veine showing,LGS-98-136-50,LGS-98-136-50-1c ,core,LGS98 1c ,8.753,0,0.757,2.079,7.075,34.676,30.869,<DL,6401,207,29,34,<DL,110,25,77,11,180,705
James Bay - Veine showing,LGS-98-136-50,LGS-98-136-50-1r ,rim,LGS98 1r ,8.805,0,0.883,2.069,6.896,34.911,31.142,90,3771,167,<DL,19,<DL,172,26,114,48,103,593
James Bay - Veine showing,LGS-98-136-50,LGS-98-136-50-2c ,core,LGS98 2c ,6.874,0.01,0.172,1.743,6.767,35.724,33.891,<DL,344,199,<DL,53,<DL,62,36,34,<DL,<DL,229
James Bay - Veine showing,LGS-98-136-50,LGS-98-136-50-2r ,rim,LGS98 2r ,7.354,0.003,0.66,2.138,6.961,35.315,32.668,63,2020,187,<DL,<DL,<DL,95,27,85,171,107,598
James Bay - Veine showing,LGS-98-136-50,LGS-98-136-50-3c ,core,LGS98 3c ,6.912,0,1.508,1.81,6.692,35.79,32.506,139,790,207,310,<DL,17,79,20,51,102,<DL,421
James Bay - Veine showing,LGS-98-136-50,LGS-98-136-50-3r ,rim,LGS98 3r ,8.632,0.006,1.206,2.045,7.635,35.523,30.303,73,4427,119,272,<DL,<DL,156,28,218,<DL,<DL,637
James Bay - Veine showing,LGS-98-136-50,LGS-98-136-50-4c ,core,LGS98 4c ,6.758,0.019,0.249,1.824,7.173,36.308,32.978,85,341,177,71,<DL,<DL,47,29,35,11,<DL,232
James Bay - Veine showing,LGS-98-136-50,LGS-98-136-50-4r ,rim,LGS98 4r ,7.66,0,0.82,1.899,6.316,42.3,27.975,77,3181,186,39,<DL,<DL,166,26,105,15,140,548
James Bay - As showing,15-RH-7166A,15-RH-7166A 1c ,core,7166A 1c ,6.912,0.001,0.208,1.48,5.984,36.148,34.539,100,695,413,<DL,25,<DL,193,55,33,<DL,<DL,281
James Bay - As showing,15-RH-7166A,15-RH-7166A 1r ,rim,7166A 1r ,6.965,0.01,0.888,1.883,6.692,34.988,33.05,121,4157,232,<DL,<DL,<DL,136,25,70,<DL,<DL,313
James Bay - As showing,15-RH-7166A,15-RH-7166A 2c ,core,7166A 2c ,7.775,0,0.795,1.821,6.403,35.632,32.277,130,5953,318,27,<DL,<DL,390,64,65,<DL,<DL,469
James Bay - As showing,15-RH-7166A,15-RH-7166A 2i ,intermediate,7166A 2i ,8.556,0,0.842,1.832,6.254,35.317,31.674,148,8355,261,22,19,23,451,109,64,10,<DL,512
James Bay - As showing,15-RH-7166A,15-RH-7166A 2r ,rim,7166A 2r ,7.366,0,0.953,1.905,6.793,34.986,32.829,124,3711,230,<DL,42,<DL,128,38,88,<DL,<DL,329
James Bay - As showing,15-RH-7166A,15-RH-7166A 3c ,core,7166A 3c ,7.076,0.006,0.229,1.391,5.951,35.921,34.172,172,417,277,<DL,<DL,<DL,200,61,49,17,<DL,<DL
James Bay - As showing,15-RH-7166A,15-RH-7166A 3r ,rim,7166A 3r ,7.422,0.013,0.827,1.857,6.526,35.369,32.498,157,3343,215,<DL,35,24,189,41,67,<DL,<DL,252
James Bay - Wedding showing,15-RH-7194B,15-RH-7194B 1c ,core,7194B 1c ,8.495,0.08,1.005,1.785,6.244,35.178,31.618,153,4346,147,<DL,26,22,482,156,76,14,<DL,<DL
James Bay - Wedding showing,15-RH-7194B,15-RH-7194B 1r ,rim,7194B 1r ,8.891,0.063,1.023,1.925,6.423,35.234,30.529,195,6461,159,<DL,24,<DL,521,117,121,<DL,<DL,210
James Bay - Wedding showing,15-RH-7194B,15-RH-7194B 2c ,core,7194B 2c ,7.669,0,0.129,1.986,5.369,35.906,33.581,<DL,1792,236,<DL,28,<DL,493,121,37,<DL,<DL,<DL
James Bay - Wedding showing,15-RH-7194B,15-RH-7194B 2r ,rim,7194B 2r ,7.759,0.003,0.255,1.934,5.327,35.643,33.966,143,2045,233,<DL,<DL,<DL,393,77,42,12,<DL,131
James Bay - Wedding showing,15-RH-7194B,15-RH-7194B 3c ,core,7194B 3c ,8.72,0.025,0.175,2.092,5.364,35.966,32.396,92,4149,299,<DL,39,<DL,586,112,38,<DL,<DL,191
James Bay - Wedding showing,15-RH-7194B,15-RH-7194B 3r ,rim,7194B 3r ,8.487,0.004,0.376,1.876,5.332,35.7,33.256,117,3558,264,<DL,<DL,<DL,518,86,54,<DL,<DL,190
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 1c ,core,7175A 1c ,7.162,0,0.462,1.957,7.163,35.949,32.394,92,730,142,<DL,<DL,17,810,69,61,<DL,<DL,173
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 1i1 ,intermediate,7175A 1i1 ,8.047,0.003,0.8,2.278,7.659,35.527,30.817,72,2036,164,<DL,56,<DL,646,44,100,<DL,<DL,697
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 1i2 ,intermediate,7175A 1i2 ,6.438,0,0.874,2.217,8.216,35.976,31.41,66,2185,95,<DL,24,<DL,193,13,97,<DL,<DL,776
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 1i3 ,intermediate,7175A 1i3 ,7.301,0.004,1.126,2.087,8.149,35.255,30.609,<DL,2664,139,<DL,41,<DL,320,29,127,<DL,<DL,644
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 1i4 ,intermediate,7175A 1i4 ,7.098,0.001,1.135,2.029,8.355,35.369,30.28,71,2843,159,50,<DL,<DL,224,20,115,<DL,<DL,567
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 1r ,rim,7175A 1r ,7.85,0,0.736,3.021,6.4,38.31,28.838,<DL,1743,200,<DL,85,<DL,50,10,111,17,<DL,143
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 2 ,intermediate,7175A 2 ,7.374,0,0.922,2.201,8.033,35.262,30.909,88,2168,114,<DL,51,<DL,390,36,119,<DL,<DL,603
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 3 ,intermediate,7175A 3 ,5.973,0,0.336,1.893,7.979,35.966,32.368,<DL,611,130,<DL,<DL,23,350,58,67,<DL,<DL,158
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 4 ,intermediate,7175A 4 ,8.17,0.022,1.005,1.909,6.795,35.493,31.33,<DL,3125,340,<DL,513,32,282,42,49,10,<DL,614
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 5c ,core,7175A 5c ,6.328,0.028,0.908,2.174,8.141,35.887,31.257,<DL,2213,81,<DL,29,<DL,206,23,108,<DL,<DL,471
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 5i ,intermediate,7175A 5i ,6.772,0.031,0.958,2.099,7.99,35.645,30.732,96,2467,160,<DL,56,30,277,47,83,<DL,<DL,624
James Bay - TR98-111 showing,15-RH-7175A,15-RH-7175A 5r ,rim,7175A 5r ,8.592,0,0.87,2.287,7.687,35.527,29.717,<DL,3186,130,<DL,100,<DL,71,47,123,19,<DL,127
James Bay - Wedding showing,15-RH-7194C,15-RH-7194C 1c ,core,7194C 1c ,7.299,0.231,0.164,2.05,6.05,35.745,32.812,<DL,6059,229,<DL,66,18,813,101,50,29,<DL,262
James Bay - Wedding showing,15-RH-7194C,15-RH-7194C 1r ,rim,7194C 1r ,8.747,0.143,0.358,1.879,5.135,35.546,32.984,83,4487,273,<DL,85,30,545,58,124,<DL,<DL,<DL
James Bay - Wedding showing,15-RH-7194C,15-RH-7194C 2c ,core,7194C 2c ,7.801,0.171,0.218,1.907,5.51,35.869,32.987,<DL,3280,198,19,<DL,<DL,651,72,56,<DL,<DL,226
James Bay - Wedding showing,15-RH-7194C,15-RH-7194C 2r ,rim,7194C 2r ,8.384,0.27,0.439,2.023,5.647,35.335,32.247,157,4272,237,<DL,50,16,702,110,151,<DL,<DL,346
