LOCALITY,TS_ID,POINT_ID,ZONE,ANALYSE_ID,*FeO_pct,Cr2O3_pct,CaO_pct,Na2O_pct,MgO_pct,SiO2_pct,Al2O3_pct, Mn _ ppm , Ti _ ppm , Zn _ ppm , Cu _ ppm , Ni _ ppm , Co _ ppm , V _ ppm , Sc _ ppm , K _ ppm , Cl _ ppm , Sr _ ppm , F _ ppm 
Essakane,160295,160295  4 ,undefined,160295 4 ,7.671,0.079,0.102,2.049,5.463,35.69,32.409,50,4836,171,<DL,35,<DL,470,45,60,<DL,253,421
Essakane,160295,160295  5 ,undefined,160295 5 ,8.082,0.044,0.063,2.217,5.581,35.709,31.646,<DL,4553,248,<DL,28,23,427,31,83,<DL,282,400
Essakane,160380,160380 1c ,core,160380 1c ,7.763,0.012,0.084,1.89,5.977,36.336,32.619,<DL,833,292,<DL,<DL,<DL,174,41,83,<DL,<DL,97
Essakane,160380,160380 1r ,rim,160380 1r ,8.222,0.016,0.299,2.128,5.82,35.974,32.028,<DL,5400,238,<DL,<DL,<DL,409,31,112,<DL,196,<DL
Essakane,160380,160380 2c ,core,160380 2c ,9.412,0.061,0.397,2.166,5.84,35.743,30.722,105,7021,273,<DL,<DL,16,338,32,94,<DL,323,<DL
Essakane,160380,160380 2i ,intermediate,160380 2i ,10.14,0.042,0.36,2.232,5.649,35.341,29.26,97,13297,249,<DL,<DL,28,349,66,160,13,513,<DL
Essakane,160380,160380 2r ,rim,160380 2r ,7.793,0.013,0.278,2.197,6.095,35.593,31.731,<DL,4917,287,21,26,<DL,391,43,82,127,134,<DL
Essakane,160380,160380 3c ,core,160380 3c ,8.264,0.047,0.078,1.874,5.802,36.317,31.92,54,783,250,<DL,<DL,17,225,57,89,<DL,<DL,<DL
Essakane,160380,160380 3r ,rim,160380 3r ,8.017,0.029,0.27,2.182,6.098,36.049,31.221,<DL,4922,261,<DL,38,<DL,361,45,102,217,202,130
Essakane,160380,160380 4c ,core,160380 4c ,8.118,0.004,0.091,1.894,5.724,36.062,32.566,<DL,496,267,<DL,<DL,<DL,234,86,66,37,<DL,<DL
Essakane,160380,160380 4r ,rim,160380 4r ,8.039,0.013,0.252,2.271,6.163,35.628,31.521,<DL,4642,257,<DL,<DL,23,356,33,103,<DL,152,255
Navachab,VACH-05,VACH-05  1 ,undefined,VACH 05 1 ,10.364,0.05,0.735,1.835,5.352,35.457,30.773,806,3400,130,<DL,28,<DL,369,24,276,<DL,270,321
Navachab,VACH-05,VACH-05  2 ,undefined,VACH 05 2 ,8.689,0.039,1.342,1.611,6.513,35.384,30.388,1012,5380,84,<DL,27,20,466,<DL,705,41,322,598
Navachab,VACH-05,VACH-05  3 ,undefined,VACH 05 3 ,10.679,0.02,0.946,1.826,5.352,35.163,30.21,1142,4395,143,<DL,53,62,420,18,203,39,672,207
Navachab,VACH-05,VACH-05  4 ,undefined,VACH 05 4 ,8.177,0.08,3.245,0.976,8.425,34.988,27.822,1079,7297,95,<DL,<DL,<DL,823,<DL,583,44,210,738
Navachab,VACH-05,VACH-05  5 ,undefined,VACH 05 5 ,8.393,0.022,1.319,1.774,7.043,35.662,30.288,842,4008,137,<DL,40,<DL,445,19,208,<DL,714,298
Navachab,VACH-05,VACH-05  6 ,undefined,VACH 05 6 ,8.937,0.031,1.198,1.779,6.418,35.424,30.182,990,5570,107,<DL,52,<DL,463,<DL,328,23,441,444
Navachab,VACH-05,VACH-05  7 ,undefined,VACH 05 7 ,7.665,0.054,1.934,1.438,7.453,35.698,30.204,969,4531,93,<DL,37,<DL,408,<DL,284,106,640,315
New Consort,NEWC-07,NEWC-07 1c ,core,NEWC 07 1c ,2.79,0.286,0.809,2.178,9.796,36.563,31.644,232,2799,<DL,<DL,<DL,<DL,416,49,97,<DL,<DL,<DL
New Consort,NEWC-07,NEWC-07 1r ,rim,NEWC 07 1r ,3.722,0.494,4.107,3.533,7.627,45.276,25.08,148,7827,22,27,45,<DL,661,7,212,10,276,<DL
New Consort,NEWC-07,NEWC-07 2c ,core,NEWC 07 2c ,1.895,0.186,0.334,2.372,10.021,37.046,32.356,83,2943,50,<DL,116,21,506,87,90,<DL,<DL,93
New Consort,NEWC-07,NEWC-07 2r ,rim,NEWC 07 2r ,4.93,1.226,1.563,1.751,9.116,35.655,29.588,166,7479,74,<DL,<DL,<DL,598,12,119,10,272,<DL
New Consort,NEWC-07,NEWC-07 3c ,core,NEWC 07 3c ,2.847,0.465,0.888,2.159,9.685,36.409,31.591,132,2657,48,20,<DL,<DL,638,91,81,20,<DL,<DL
New Consort,NEWC-07,NEWC-07 3r ,rim,NEWC 07 3r ,4.548,0.24,1.634,1.853,9.192,35.979,30.116,185,8028,35,<DL,30,<DL,535,<DL,126,<DL,298,237
New Consort,NEWC-07,NEWC-07 4c ,core,NEWC 07 4c ,2.933,0.25,0.866,2.077,9.179,38.819,30.356,119,2412,59,<DL,32,<DL,519,78,84,<DL,<DL,<DL
New Consort,NEWC-07,NEWC-07 4r ,rim,NEWC 07 4r ,4.495,1.027,1.673,1.791,9.075,35.668,29.868,178,7120,56,<DL,<DL,<DL,619,<DL,143,<DL,287,<DL
New Consort,NEWC-03,NEWC-03 1c ,core,NEWC 03 1c ,7.465,2.346,0.297,2.11,5.467,35.604,31.058,<DL,4869,55,<DL,97,<DL,1050,85,156,<DL,<DL,<DL
New Consort,NEWC-03,NEWC-03 1r ,rim,NEWC 03 1r ,6.146,2.28,0.28,1.944,5.757,35.416,32.487,<DL,4458,97,<DL,77,<DL,1126,76,183,<DL,<DL,<DL
New Consort,NEWC-03,NEWC-03 2c ,core,NEWC 03 2c ,2.588,0.17,0.025,2.553,9.162,37.065,32.755,<DL,1138,59,<DL,18,<DL,983,68,33,<DL,<DL,170
New Consort,NEWC-03,NEWC-03 2r ,rim,NEWC 03 2r ,7.612,1.923,0.336,2.07,5.492,35.151,31.149,<DL,4429,97,<DL,38,<DL,1482,199,123,<DL,<DL,<DL
New Consort,NEWC-03,NEWC-03 3c ,core,NEWC 03 3c ,2.118,4.466,0.027,2.646,8.4,36.535,30.692,<DL,530,52,<DL,<DL,<DL,1116,338,100,11,<DL,132
New Consort,NEWC-03,NEWC-03 3r ,rim,NEWC 03 3r ,8.223,2.806,0.169,2.103,5.113,35.525,30.475,<DL,3534,129,<DL,18,43,1562,220,171,<DL,<DL,<DL
New Consort,NEWC-04,NEWC-04 1c ,core,NEWC 04 1c ,2.233,3.533,0.014,2.619,9.02,36.507,31.011,<DL,375,68,<DL,37,<DL,1118,342,137,41,<DL,<DL
New Consort,NEWC-04,NEWC-04 1r ,rim,NEWC 04 1r ,8.92,2.289,0.229,2.132,4.88,35.352,30.594,<DL,4634,110,<DL,85,<DL,1100,90,282,16,<DL,<DL
New Consort,NEWC-04,NEWC-04 2c ,core,NEWC 04 2c ,3.107,3.096,0.014,2.399,9.484,36.222,30.346,<DL,358,113,<DL,63,<DL,1061,545,39,11,<DL,<DL
New Consort,NEWC-04,NEWC-04 2r ,rim,NEWC 04 2r ,4.806,5.193,0.119,2.282,6.258,35.576,30.624,<DL,3423,81,<DL,80,<DL,1325,86,232,<DL,70,211
New Consort,NEWC-04,NEWC-04 3c ,core,NEWC 04 3c ,2.85,6.726,0.074,2.554,7.942,35.912,28.545,<DL,2066,54,<DL,62,<DL,936,82,160,<DL,<DL,<DL
New Consort,NEWC-04,NEWC-04 3r ,rim,NEWC 04 3r ,5.536,3.948,0.18,2.122,6.135,35.602,31.412,<DL,2512,33,<DL,61,31,949,42,284,10,<DL,<DL
New Consort,NEWC-09,NEWC-09 1c ,core,Newc09 1c ,5.742,0.991,0.453,2.335,7.373,35.439,32.288,149,2661,22,<DL,81,<DL,1158,111,132,124,<DL,<DL
New Consort,NEWC-09,NEWC-09 1i ,intermediate,Newc09 1i ,6.809,0.237,0.768,2.289,7.519,35.354,31.79,151,3839,71,<DL,73,22,400,150,58,<DL,161,26522
New Consort,NEWC-09,NEWC-09 1r ,rim,Newc09 1r ,6.292,0,1.23,2.225,8.569,35.056,29.963,75,8701,<DL,<DL,68,<DL,400,<DL,72,<DL,373,1791
New Consort,NEWC-09,NEWC-09 2c ,core,Newc09 2c ,4.86,0.269,0.694,2.306,9.048,35.993,31.493,122,1387,35,<DL,86,17,224,35,71,<DL,139,190
New Consort,NEWC-09,NEWC-09 2r ,rim,Newc09 2r ,6.336,0.034,1.207,2.162,8.461,35.324,29.955,179,7996,<DL,<DL,28,<DL,447,6,68,<DL,264,460
New Consort,NEWC-09,NEWC-09 3c ,core,Newc09 3c ,4.612,0,0.353,1.564,6.495,53.824,22.681,131,844,49,28,89,27,231,<DL,246,11,<DL,285
New Consort,NEWC-09,NEWC-09 3r ,rim,Newc09 3r ,5.567,0,1.152,2.103,8.683,35.527,30.331,116,6966,51,<DL,80,<DL,341,<DL,44,<DL,234,<DL
Hira Buddini,HIRA-01,HIRA-01  1 ,undefined,HIRA 01 1 ,9.93,0.032,0.361,2.335,6.045,35.604,29.432,128,2879,332,<DL,43,<DL,727,68,90,<DL,469,<DL
Hira Buddini,HIRA-01,HIRA-01  2 ,undefined,HIRA 01 2 ,10.2,0.023,0.432,2.282,5.782,35.191,29.169,256,4465,244,<DL,20,25,1070,96,163,78,467,<DL
Hira Buddini,HIRA-01,HIRA-01  3 ,undefined,HIRA 01 3 ,9.412,0.11,0.062,2.049,5.279,35.839,31.671,<DL,2290,283,<DL,89,<DL,1278,80,59,<DL,63,<DL
Hira Buddini,HIRA-01,HIRA-01  4 ,undefined,HIRA 01 4 ,9.218,0.124,0.153,2.406,5.571,35.949,30.142,53,3810,185,<DL,71,27,1019,87,154,22,357,193
Hira Buddini,HIRA-01,HIRA-01  5 ,undefined,HIRA 01 5 ,9.764,0.019,0.241,2.351,6.186,35.553,29.173,188,2412,205,<DL,<DL,35,890,144,124,58,497,327
Hira Buddini,HIRA-01,HIRA-01  6 ,undefined,HIRA 01 6 ,9.543,0.01,0.158,2.25,5.788,35.745,30.335,124,3576,211,<DL,39,<DL,860,75,118,293,518,202
Hira Buddini,HIRA-04,HIRA-04 1c ,core,HIRA 04 1c ,15.34,0.621,1.145,2.199,6.795,34.259,23.714,146,3498,104,<DL,177,23,733,14,230,<DL,592,<DL
Hira Buddini,HIRA-04,HIRA-04 1r ,rim,HIRA 04 1r ,9.119,0.387,0.719,2.426,7.703,35.48,28.459,308,2368,76,<DL,156,32,422,127,159,<DL,502,139
Hira Buddini,HIRA-04,HIRA-04 2c ,core,HIRA 04 2c ,7.802,0.56,0.225,2.614,7.849,35.966,29.811,182,605,75,19,179,47,332,468,98,<DL,104,<DL
Hira Buddini,HIRA-04,HIRA-04 2r ,rim,HIRA 04 2r ,9.479,0.465,0.75,2.424,7.708,35.457,28.054,236,4828,105,<DL,180,30,640,248,191,25,806,<DL
Hira Buddini,HIRA-04,HIRA-04 3c ,core,HIRA 04 3c ,7.911,0.554,0.287,2.499,7.553,36.043,30.142,189,1026,105,<DL,197,25,295,229,121,<DL,83,<DL
Hira Buddini,HIRA-04,HIRA-04 3r ,rim,HIRA 04 3r ,8.919,0.734,1.585,1.922,7.574,35.007,27.727,239,5791,115,<DL,183,25,293,<DL,148,<DL,62,<DL
Hira Buddini,HIRA-04,HIRA-04 4c ,core,HIRA 04 4c ,13.512,0.449,0.928,2.286,6.937,34.847,25.133,203,1713,78,<DL,255,47,573,56,290,<DL,436,<DL
Hira Buddini,HIRA-04,HIRA-04 4r ,rim,HIRA 04 4r ,8.767,0.605,1.647,1.932,7.715,35.448,28.173,243,4678,140,<DL,181,46,362,25,142,<DL,<DL,106
Hira Buddini,HIRA-04,HIRA-04 5c ,core,HIRA 04 5c ,7.063,0.319,0.27,2.486,7.682,36.051,30.231,185,674,102,35,258,23,306,240,77,<DL,<DL,<DL
Hira Buddini,HIRA-04,HIRA-04 5r ,rim,HIRA 04 5r ,8.535,0.528,2.924,1.879,7.705,34.346,27.244,235,4613,53,<DL,168,19,392,36,123,12,<DL,132
Uti,UTI-02,UTI-02 1c ,core,UTI 02 1c ,6.367,0.01,1.851,1.74,7.183,34.419,32.681,139,6305,500,<DL,24,62,33,39,404,11,<DL,517
Uti,UTI-02,UTI-02 1r ,rim,UTI 02 1r ,5.697,0.007,1.633,1.783,7.478,34.83,32.651,243,7061,533,<DL,<DL,87,64,31,377,<DL,<DL,450
Uti,UTI-02,UTI-02 2c ,core,UTI 02 2c ,5.805,0,1.778,1.475,7.145,34.318,33.416,167,7250,449,20,41,66,45,38,426,15,<DL,570
Uti,UTI-02,UTI-02 2r ,rim,UTI 02 2r ,5.77,0.012,1.736,1.667,7.456,34.977,32.57,176,7464,508,<DL,<DL,69,51,42,438,<DL,<DL,406
Uti,UTI-02,UTI-02  3 ,undefined,UTI 02 3 ,6.278,0.019,0.993,1.934,6.762,34.845,32.534,<DL,5003,472,<DL,29,56,32,7,270,14,<DL,305
Uti,UTI-02,UTI-02 4c ,core,UTI 02 4c ,6.071,0.009,1.788,1.658,7.088,34.083,32.283,224,7449,504,<DL,18,41,66,21,422,<DL,<DL,405
Uti,UTI-02,UTI-02 4r ,rim,UTI 02 4r ,5.709,0.004,1.805,1.611,7.969,34.975,31.421,202,7455,503,<DL,<DL,70,42,24,316,<DL,<DL,474
Uti,UTI-02,UTI-02 5c ,core,UTI 02 5c ,5.531,0,1.788,1.678,7.388,34.584,32.304,195,7675,500,<DL,28,51,48,27,412,<DL,<DL,565
Uti,UTI-02,UTI-02 5r ,rim,UTI 02 5r ,5.922,0.01,1.465,1.702,7.778,35.091,31.41,193,7689,575,<DL,<DL,56,51,36,307,<DL,<DL,485
Big Bell,BIGB-01A,BIGB-01A  1 ,undefined,BIGB-01A 1 ,5.745,0.003,0.641,1.429,6.483,35.649,34.119,431,2084,488,<DL,<DL,27,1259,<DL,343,<DL,<DL,103
Big Bell,BIGB-01A,BIGB-01A 2c ,core,BIGB-01A 2c ,5.284,0.01,0.507,1.295,6.599,36.096,34.337,397,1071,465,<DL,<DL,<DL,1373,44,273,<DL,<DL,<DL
Big Bell,BIGB-01A,BIGB-01A 2r ,rim,BIGB-01A 2r ,6.476,0.009,1.219,1.546,6.912,35.076,32.576,457,3886,567,25,17,43,1849,14,457,<DL,<DL,<DL
Big Bell,BIGB-01A,BIGB-01A  3 ,undefined,BIGB-01A 3 ,5.953,0.004,1.262,1.461,7.173,35.112,32.489,418,4580,463,26,16,<DL,1902,33,424,<DL,<DL,<DL
Big Bell,BIGB-01A,BIGB-01A  4 ,undefined,BIGB-01A 4 ,5.812,0,1.108,1.557,7.276,35.037,33.278,293,3182,370,<DL,20,36,1612,<DL,402,<DL,<DL,123
Big Bell,BIGB-01A,BIGB-01A  5 ,undefined,BIGB-01A 5 ,5.942,0,1.157,1.578,7.436,34.954,32.455,286,3166,370,<DL,<DL,41,1413,7,368,<DL,<DL,<DL
St. Ives,STIV-09A,STIV 09A 1c ,core,STIV 09A 1c ,10.525,0.057,1.1,1.778,5.846,34.855,29.033,98,6706,139,<DL,126,19,1844,300,111,<DL,<DL,<DL
St. Ives,STIV-09A,STIV 09A 1r ,rim,STIV 09A 1r ,8.555,0,1.028,1.53,5.172,34.718,33.539,108,1884,157,<DL,84,<DL,1168,66,77,<DL,<DL,<DL
St. Ives,STIV-09A,STIV 09A 2c ,core,STIV 09A 2c ,9.354,0,1.012,1.5,5.158,34.457,32.746,81,2552,151,<DL,124,19,1390,99,111,11,<DL,141
St. Ives,STIV-09A,STIV 09A 2r ,rim,STIV 09A 2r ,7.936,0,1.07,1.801,6.924,35.88,31.761,51,2382,50,<DL,96,76,1039,50,90,<DL,<DL,<DL
St. Ives,STIV-09A,STIV 09A 3c ,core,STIV 09A 3c ,7.604,0.007,0.357,1.573,6.777,36.107,31.808,53,375,75,<DL,230,38,1114,504,75,<DL,<DL,<DL
St. Ives,STIV-09A,STIV 09A 3r ,rim,STIV 09A 3r ,8.129,0,1.006,1.901,6.947,35.506,30.677,57,3130,85,<DL,93,65,1326,118,204,49,<DL,386
St. Ives,STIV-09A,STIV 09A 4c ,core,STIV 09A 4c ,8.306,0,0.341,1.574,6.796,36.064,31.274,51,346,93,<DL,189,<DL,1100,139,72,<DL,<DL,<DL
St. Ives,STIV-09A,STIV 09A 4r ,rim,STIV 09A 4r ,8.083,0.038,1.027,1.86,7.032,35.478,30.958,<DL,2730,91,<DL,253,50,1238,127,132,<DL,<DL,252
St. Ives,STIV-09B,STIV 09B 1c ,core,STIV 09B 1c ,8.389,0.007,0.618,1.701,5.959,35.377,32.451,54,985,66,24,145,<DL,1061,55,97,16,<DL,<DL
St. Ives,STIV-09B,STIV 09B 1r ,rim,STIV 09B 1r ,8.67,0,0.978,1.727,5.868,35.365,31.597,<DL,2046,110,<DL,175,37,1458,66,95,<DL,<DL,<DL
St. Ives,STIV-09B,STIV 09B 2c ,core,STIV 09B 2c ,7.107,0,0.602,1.473,6.843,36.1,32.71,67,689,84,37,44,49,549,71,93,<DL,<DL,<DL
St. Ives,STIV-09B,STIV 09B 2r ,rim,STIV 09B 2r ,7.715,0.009,1.206,1.651,6.954,35.754,31.098,53,2114,54,<DL,34,35,889,69,112,12,<DL,<DL
St. Ives,STIV-09B,STIV 09B 3c ,core,STIV 09B 3c ,7.085,0,0.553,1.527,6.78,35.94,32.458,<DL,792,83,<DL,56,66,624,100,82,<DL,<DL,<DL
St. Ives,STIV-09B,STIV 09B 3r ,rim,STIV 09B 3r ,8.327,0,1.333,1.719,7.302,35.388,30.348,<DL,2326,35,25,71,42,929,107,125,<DL,<DL,225
St. Ives,STIV-09B,STIV 09B 4c ,core,STIV 09B 4c ,8.408,0.018,1.166,1.738,6.921,35.583,30.641,<DL,4227,56,27,153,<DL,1245,90,81,<DL,<DL,220
St. Ives,STIV-09B,STIV 09B 4r ,rim,STIV 09B 4r ,8.028,0,1.305,1.67,7.05,35.589,30.771,92,1962,88,<DL,71,<DL,942,82,114,<DL,<DL,405
Lincoln Hill,NEVA-01 ,NEVA-01 1c ,core,NEVA 1c ,5.439,0,0.848,2.149,8.556,35.869,30.331,445,6345,227,39,<DL,<DL,108,35,364,<DL,142,716
Lincoln Hill,NEVA-01 ,NEVA-01 1r ,rim,NEVA 1r ,5.98,0.013,0.418,2.163,7.521,35.859,32.196,393,3144,258,<DL,<DL,<DL,89,64,594,<DL,59,492
Lincoln Hill,NEVA-01 ,NEVA-01 2c ,core,NEVA 2c ,8.769,0.022,0.704,2.151,6.908,35.198,29.241,512,8962,330,<DL,<DL,45,145,57,469,<DL,150,264
Lincoln Hill,NEVA-01 ,NEVA-01 2r ,rim,NEVA 2r ,7.028,0.01,0.55,2.362,7.584,35.377,31.315,431,4506,206,<DL,<DL,27,110,65,630,13,253,183
Lincoln Hill,NEVA-01 ,NEVA-01 3c ,core,NEVA 3c ,9.138,0,0.449,1.843,4.74,40.636,27.79,218,3172,203,<DL,<DL,<DL,51,48,25852,<DL,<DL,<DL
Lincoln Hill,NEVA-01 ,NEVA-01 3r ,rim,NEVA 3r ,7.496,0,1.899,1.508,7.677,35.059,29.84,1037,4338,192,<DL,<DL,<DL,125,47,691,<DL,<DL,330
Lincoln Hill,NEVA-01 ,NEVA-01 4c ,core,NEVA 4c ,7.974,0,0.407,2.141,5.989,39.303,28.426,375,3447,297,<DL,<DL,18,73,50,1161,<DL,<DL,198
Lincoln Hill,NEVA-01 ,NEVA-01 4r ,rim,NEVA 4r ,7.064,0.031,1.567,1.535,7.597,35.279,30.488,781,5442,214,<DL,<DL,<DL,128,42,688,<DL,<DL,221
Tehery Wager,W088A1 ,W088A1 1c ,core,W088A1 1c ,9.981,0.113,2.188,1.236,5.773,33.788,31.612,<DL,4343,157,<DL,185,58,600,25,649,<DL,<DL,<DL
Tehery Wager,W088A1 ,W088A1 1r ,rim,W088A1 1r ,10.024,0.213,2.162,1.252,5.787,33.985,31.62,<DL,4327,164,<DL,160,45,603,13,639,<DL,<DL,<DL
Tehery Wager,S084A2 ,S084A2 1c ,core,S084A2 1c ,8.228,0.064,1.839,1.806,8.1,35.225,29.768,1181,2655,48,<DL,181,38,198,28,477,75,<DL,<DL
Tehery Wager,S084A2 ,S084A2 1r ,rim,S084A2 1r ,8.336,0.301,2.414,1.481,8.261,35.095,29.556,1287,2691,55,<DL,182,55,365,19,603,40,<DL,<DL
Tehery Wager,S084A2 ,S084A2 2c ,core,S084A2 2c ,7.498,0.108,1.061,2.158,8.216,35.769,30.441,1217,1687,<DL,<DL,163,54,135,28,207,82,<DL,<DL
Tehery Wager,S084A2 ,S084A2 2r ,rim,S084A2 2r ,8.592,0.262,2.248,1.591,8.287,34.858,28.955,1305,2949,24,<DL,198,36,419,39,577,<DL,<DL,112
Tehery Wager,S084A2 ,S084A2 3c ,core,S084A2 3c ,6.98,0.088,2.306,1.426,8.362,34.907,31.376,975,1731,53,21,146,33,137,18,664,29,<DL,151
Tehery Wager,S084A2 ,S084A2 3r ,rim,S084A2 3r ,8.511,0.142,1.774,1.783,8.017,35.044,30.223,1127,2084,43,<DL,207,51,281,39,554,18,<DL,<DL
Tehery Wager,S084A2 ,S084A2 4c ,core,S084A2 4c ,7.925,0.224,2.477,1.383,8.249,34.766,29.84,1218,2694,27,<DL,192,58,354,34,586,<DL,<DL,<DL
Tehery Wager,S084A2 ,S084A2 4r ,rim,S084A2 4r ,8.412,0.178,2.436,1.401,8.33,35.063,29.634,1305,2743,31,<DL,200,49,367,22,676,<DL,<DL,<DL
Tehery Wager,S084A2 ,S084A2 5c ,core,S084A2 5c ,8.113,0.284,1,2.182,8.005,35.084,30.021,1142,2259,<DL,<DL,184,42,578,52,183,<DL,<DL,114
Tehery Wager,S084A2 ,S084A2 5r ,rim,S084A2 5r ,8.118,0.31,2.415,1.463,8.259,34.545,29.492,1270,2676,27,<DL,192,38,341,30,745,<DL,<DL,<DL
LaRonde,LRTO-02,LRTO-02 1c ,core,LRTO-02 1c ,6.138,0.01,0.383,1.523,6.655,35.636,33.505,536,496,578,<DL,51,<DL,1049,146,69,,,
LaRonde,LRTO-02,LRTO-02 1r ,rim,LRTO-02 1r ,7.372,0.115,1.287,1.728,7.106,34.838,31.894,667,2247,563,<DL,117,<DL,1481,44,107,,,
LaRonde,LRTO-02,LRTO-02 2c ,core,LRTO-02 2c ,9.023,0.151,1.019,1.721,6.238,35.187,30.305,595,6377,707,32,49,36,1496,354,95,,,
LaRonde,LRTO-02,LRTO-02 2r ,rim,LRTO-02 2r ,7.689,0.14,1.231,1.531,6.37,35.024,32.6,978,2915,556,<DL,53,30,1366,53,84,,,
LaRonde,LRTO-02,LRTO-02 3c ,core,LRTO-02 3c ,6.434,0.019,0.302,1.526,6.173,35.923,34.129,483,434,653,<DL,52,<DL,962,425,47,,,
LaRonde,LRTO-02,LRTO-02 3r ,rim,LRTO-02 3r ,7.121,0.042,1.247,1.731,6.919,34.462,31.629,767,2670,519,<DL,106,19,1500,15,66,,,
LaRonde,LRTO-03,LRTO-03 1c ,core,LRTO-03 1c ,8.308,0.029,0.968,1.708,5.705,35.448,33.346,418,1113,125,43,<DL,35,808,69,98,,,
LaRonde,LRTO-03,LRTO-03 1r ,rim,LRTO-03 1r ,10.911,0.001,1.459,1.531,4.953,34.56,31.074,356,7009,141,40,<DL,<DL,1654,13,159,,,
LaRonde,LRTO-03,LRTO-03 2 ,intermediate,LRTO-03 2 ,9.93,0,1.665,1.618,5.803,34.697,30.297,431,6273,169,<DL,20,28,1649,39,202,,,
LaRonde,LRTO-03,LRTO-03 3 ,intermediate,LRTO-03 3 ,10.513,0.007,1.851,1.519,5.727,34.609,29.218,409,11234,172,30,<DL,25,1632,61,264,,,
LaRonde,LRTO-04,LRTO-04 1 ,intermediate,LRTO-04 1 ,9.27,0,1.415,1.971,7.44,35.519,28.349,181,5273,96,27,17,33,176,25,76,,,
LaRonde,LRTO-04,LRTO-04 2 ,intermediate,LRTO-04 2 ,8.361,0,1.262,1.946,6.589,35.061,31.965,122,1689,98,34,19,32,204,<DL,82,,,
LaRonde,LRTO-04,LRTO-04 3 ,intermediate,LRTO-04 3 ,8.793,0,1.273,2.042,6.331,34.992,30.871,113,6616,56,<DL,30,54,942,43,82,,,
LaRonde,LRTO-04,LRTO-04 4 ,intermediate,LRTO-04 4 ,9.317,0,1.223,1.895,6.425,34.99,30.783,193,5220,<DL,24,23,52,1093,21,72,,,
LaRonde,LRTO-04,LRTO-04 5 ,intermediate,LRTO-04 5 ,9.647,0,1.396,2.006,6.491,35.125,30.303,159,5289,64,<DL,33,21,339,<DL,97,,,
LaRonde,LRTO-04,LRTO-04 6 ,intermediate,LRTO-04 6 ,8.479,0,1.167,2.039,6.607,35.347,31.79,146,2088,77,<DL,<DL,36,412,<DL,72,,,
LaRonde,LRTO-01,LRTO-01 1c ,core,LRTO-01 1c ,6.695,0.018,0.655,1.491,6.617,36.436,32.963,584,578,507,46,<DL,<DL,1025,<DL,79,,,
LaRonde,LRTO-01,LRTO-01 1r ,rim,LRTO-01 1r ,9.309,0.012,1.319,1.463,5.492,34.785,32.275,216,2971,526,<DL,34,43,748,<DL,142,,,
LaRonde,LRTO-01,LRTO-01 2c ,core,LRTO-01 2c ,8.622,0.142,1.1,1.692,6.299,35.157,31.2,850,2046,695,98,23,<DL,1682,120,96,,,
LaRonde,LRTO-01,LRTO-01 2r ,rim,LRTO-01 2r ,11.062,0.019,1.329,1.432,4.601,34.096,32.379,269,4612,607,<DL,105,<DL,890,16,127,,,
LaRonde,LRTO-01,LRTO-01 3c ,core,LRTO-01 3c ,8.147,0.247,1.107,1.585,6.193,35.215,32.158,272,2552,563,25,82,39,1122,<DL,107,,,
LaRonde,LRTO-01,LRTO-01 3r ,rim,LRTO-01 3r ,10.733,0.26,1.298,1.406,4.346,34.594,32.625,164,4121,625,<DL,86,65,860,19,129,,,
